대표식품코드,대표식품명,식품유형,식품분류(대),식품분류(중),식품분류(소),대표식품 내 전통식품수
101939,백복령죽,복합식품,주식,죽류,기타,1
101940,백산자,복합식품,기호식,한과류,유과,1
101942,백설기,복합식품,기호식,떡류,찐떡,14
101944,백숙,복합식품,부식,국류,곰국,7
101945,백순회,복합식품,부식,회류,기타,1
101946,백엽,복합식품,기타,기타,기타,1
101948,백일주,복합식품,주류,양조곡주,순곡주류,3
101950,백자주,복합식품,주류,양조곡주,혼양곡주류,3
101951,백자편,복합식품,기호식,한과류,기타,2
101952,백주,복합식품,주류,양조곡주,혼양곡주류,2
101954,백출떡,복합식품,기호식,떡류,찐떡,1
101955,백출죽,복합식품,주식,죽류,기타,1
101956,백출주,복합식품,주류,양조곡주,혼양곡주류,2
101957,백타주,복합식품,주류,양조곡주,순곡주류,1
101958,백탕,복합식품,기호식,음청류,음료류,1
101959,백편,복합식품,기호식,떡류,찐떡,7
101960,백하주,복합식품,주류,양조곡주,순곡주류,4
101962,백합국수,복합식품,주식,면류,국수,2
101963,백합꽃전,복합식품,기호식,떡류,지진떡,1
101964,백합떡,복합식품,기호식,떡류,찐떡,1
101965,백합죽,복합식품,주식,죽류,죽,5
101966,백향주,복합식품,주류,기타,기타,1
101967,백화주,복합식품,주류,양조곡주,혼양곡주류,19
101968,백화춘,복합식품,주류,양조곡주,순곡주류,3
101969,밴댕이,단일식품,기타,기타,기타,1
101970,밴댕이전유어,복합식품,부식,구이류,전유어,1
101971,밴댕이젓,복합식품,부식,젓갈류,발효젓,1
101972,뱀술,복합식품,주류,양조곡주,혼양곡주류,1
101973,뱀장어구이,복합식품,부식,구이류,구이,2
101974,뱀장어숙회,복합식품,부식,국류,탕류,1
101975,뱀장어주,복합식품,기타,기타,기타,1
101976,뱀장어죽,복합식품,주식,죽류,죽,5
101977,뱀장어탕,복합식품,주식,죽류,기타,1
101978,뱅어,단일식품,기타,기타,기타,1
101979,뱅어국,복합식품,부식,국류,맑은장국,1
101980,뱅어전유어,복합식품,부식,구이류,전유어,1
101981,뱅어젓,복합식품,부식,젓갈류,발효젓,1
101983,뱅어포,복합식품,부식,장아찌류,기타,1
101984,뱅어포구이,복합식품,부식,구이류,구이,3
101986,버섯,단일식품,기타,기타,기타,2
101988,버섯고명,복합식품,조미식,양념류,고명류,1
101989,버섯구이,복합식품,부식,구이류,구이,2
101990,버섯국,복합식품,부식,국류,맑은장국,3
101991,버섯나물,복합식품,부식,나물류,숙채,4
101992,버섯생선국,복합식품,부식,국류,기타,1
101995,버섯전,복합식품,부식,구이류,전,4
101996,버섯전골,복합식품,부식,전골류,전골,3
101998,버섯탕,복합식품,부식,국류,곰국,2
102000,벌꿀술,복합식품,주류,양조곡주,혼양곡주류,1
102003,법주,복합식품,주류,양조곡주,순곡주류,5
102004,벙거짓골,복합식품,기타,기타,기타,1
102006,벼락장,복합식품,조미식,장류,기타,1
102008,벽향주,복합식품,주류,양조곡주,순곡주류,16
102009,변씨만두,복합식품,주식,면류,만두,5
102011,별밥,복합식품,주식,밥류,흰밥,4
102012,별약포,복합식품,부식,장아찌류,기타,1
102013,별주,복합식품,주류,양조곡주,순곡주류,1
102015,별추탕,복합식품,부식,국류,탕류,1
102016,별춘주,복합식품,주류,기타,기타,1
102017,별탕,복합식품,부식,국류,탕류,1
102018,별향주,복합식품,주류,양조곡주,순곡주류,1
102019,병어구이,복합식품,부식,구이류,구이,1
102020,병어전,복합식품,부식,구이류,전,2
102021,병어젓,복합식품,부식,젓갈류,발효젓,3
102022,병어조림,복합식품,부식,찜류,조림,2
102023,병어지짐이,복합식품,부식,전골류,찌개,1
102024,병어회,복합식품,부식,회류,생회,4
102025,병정초,복합식품,조미식,양념류,양념류,1
102026,보경가주,복합식품,주류,양조곡주,순곡주류,1
102027,보김치,복합식품,부식,김치,배추김치,1
102028,보리,단일식품,기타,기타,기타,2
102029,보리고추장,복합식품,조미식,장류,고추장,4
102030,보리국수,복합식품,주식,면류,국수,1
102031,보리누룩,복합식품,주류,기타,기타,6
102032,보리된장,복합식품,조미식,장류,기타,1
102034,보리밥,복합식품,주식,밥류,흰밥,16
102035,보리산도,복합식품,기타,기타,기타,1
102036,보리소주,복합식품,주류,기타,기타,2
102037,보리수단,복합식품,기호식,음청류,음료류,10
102038,보리술,복합식품,주류,기타,기타,1
102039,보리식초,복합식품,주류,기타,기타,10
102040,보리싹,복합식품,기타,기타,기타,1
102042,보리장,복합식품,조미식,장류,기타,4
102043,보리주,복합식품,주류,기타,기타,1
102044,보리죽,복합식품,주식,죽류,죽,4
102045,보리초,복합식품,주류,기타,기타,2
102046,보리탕,복합식품,주식,죽류,죽,1
102047,보림차,복합식품,기호식,음청류,다류,1
102049,보쌈김치,복합식품,부식,김치,배추김치,3
102050,보혈익기주,복합식품,주류,기타,기타,1
102051,복국,복합식품,부식,국류,기타,1
102052,복근자화채,복합식품,기호식,음청류,화채,1
102053,복령,단일식품,기타,기타,기타,4
102054,복령가루,복합식품,기타,기타,기타,1
102055,복령병,복합식품,기호식,떡류,기타,2
102056,복령고,복합식품,기호식,떡류,찐떡,3
102057,복령주,복합식품,주류,양조곡주,혼양곡주류,1
102058,복령죽,복합식품,주식,죽류,죽,3
102060,복분자,단일식품,주류,기타,기타,1
102061,복분자미수가루,복합식품,기타,기타,기타,1
102062,복분자전,복합식품,부식,구이류,전,1
102063,복분자정과,복합식품,기호식,한과류,정과,1
102064,복분자편,복합식품,기호식,한과류,정과,1
102065,복분자화채,복합식품,기호식,음청류,화채,2
102066,복분자주,복합식품,주류,양조곡주,혼양곡주류,1
102067,복숭아,기술,기타,보관법,,4
102068,복숭아건과,복합식품,기호식,한과류,기타,1
102070,복숭아떡,복합식품,기호식,떡류,찐떡,2
102074,복숭아술,복합식품,주류,양조곡주,순곡주류,2
102076,복숭아씨,복합식품,기타,기타,기타,1
102078,복숭아씨죽,복합식품,주식,죽류,죽,4
102080,복숭아절임,복합식품,기타,기타,기타,1
102081,복숭아정과,복합식품,기호식,한과류,정과,8
102082,복숭아졸임,복합식품,기호식,한과류,정과,1
102083,복숭아주,복합식품,주류,양조곡주,순곡주류,3
102084,복숭아화채,복합식품,기호식,음청류,화채,9
102085,복어,단일식품,기타,기타,기타,6
102087,복어찜,복합식품,부식,찜류,찜,3
102089,볶은살구씨,복합식품,기타,기타,기타,1
102092,볶음,복합식품,부식,찜류,볶음,4
102093,볶음된장,복합식품,조미식,장류,기타,1
102094,볶음밥,복합식품,주식,밥류,기타,2
102095,볶음장,복합식품,조미식,장류,된장,1
102097,봉래춘,복합식품,주류,양조곡주,혼양곡주류,1
102101,봉선화말림,복합식품,부식,장아찌류,기타,1
102102,봉수탕,복합식품,기호식,음청류,음료류,4
102103,봉우리교자,복합식품,주식,면류,만두,2
102104,봉총찜,복합식품,부식,찜류,찜,2
102105,부각,복합식품,부식,장아찌류,부각,1
102106,부꾸미,복합식품,기호식,떡류,지진떡,2
102108,부들순누룩절임,복합식품,기타,기타,기타,1
102109,부들순식해,복합식품,기타,기타,기타,1
102110,부들순절임,복합식품,기타,기타,기타,3
102111,부들순초절임,복합식품,기타,기타,기타,1
102112,부들식해,복합식품,부식,젓갈류,식해,1
102113,부들싹,단일식품,기타,기타,기타,1
102114,부레찜,복합식품,부식,찜류,찜,4
102115,부아초,복합식품,부식,찜류,초,1
102117,부의주,복합식품,주류,양조곡주,순곡주류,5
102119,부젓갈,복합식품,부식,젓갈류,발효젓,1
102120,부지짐,복합식품,기타,기타,기타,1
102121,부추국,복합식품,부식,국류,기타,1
102122,부추군만두,복합식품,주식,면류,만두,1
102123,부추꽃절임,복합식품,기타,기타,기타,4
102124,부추꽃지,복합식품,기타,기타,기타,3
102125,부추나물절임,복합식품,부식,나물류,숙채,1
102127,부추장아찌,복합식품,부식,장아찌류,장아찌,1
102128,부추절임,복합식품,기타,기타,기타,3
102129,부추즙,복합식품,조미식,양념류,양념류,1
102130,부추지,복합식품,부식,나물류,숙채,2
102131,부텁주,복합식품,주류,기타,기타,1
102132,북떡,복합식품,기호식,떡류,찐떡,1
102133,북어,단일식품,기타,기타,기타,2
102134,북어구이,복합식품,부식,구이류,구이,5
102135,북어국,복합식품,부식,국류,맑은장국,2
102136,북어껍질무침,복합식품,부식,회류,초회,1
102137,북어달걀무침국,복합식품,부식,국류,기타,1
102138,북어대가리,단일식품,부식,구이류,구이,1
102139,북어대가리찜,복합식품,부식,찜류,찜,1
102140,북어무침,복합식품,부식,장아찌류,기타,9
102142,북어볶음,복합식품,부식,찜류,볶음,1
102143,북어자반,복합식품,부식,장아찌류,기타,1
102144,북어전,복합식품,부식,구이류,전유어,3
102146,북어조림,복합식품,부식,찜류,조림,4
102147,북어짠지,복합식품,부식,나물류,생채,1
102148,북어찌개,복합식품,부식,전골류,찌개,6
102149,북어탕,복합식품,부식,국류,탕류,1
102150,북어포,복합식품,부식,장아찌류,기타,1
102151,북어회,복합식품,부식,회류,생회,8
102152,분국백료주,복합식품,주류,양조곡주,순곡주류,2
102153,분국상락주,복합식품,주류,양조곡주,혼양곡주류,1
102154,분유,복합식품,기타,기타,기타,1
102155,불산주,복합식품,주류,양조곡주,순곡주류,1
102156,붕어,단일식품,부식,회류,생회,3
102158,붕어구이,복합식품,부식,구이류,구이,7
102159,붕어국,복합식품,부식,국류,기타,2
102160,붕어뼈,기술,기타,기타,기타,3
102161,붕어숙회,복합식품,부식,회류,초회,2
102162,붕어술절임,복합식품,기타,기타,기타,1
102163,붕어절임,복합식품,기타,기타,기타,2
102164,붕어젓갈,복합식품,부식,젓갈류,발효젓,2
102165,붕어조림,복합식품,부식,찜류,조림,8
102166,붕어죽,복합식품,주식,죽류,죽,8
102167,붕어지짐,복합식품,부식,구이류,구이,1
102168,붕어찌개,복합식품,부식,전골류,찌개,3
102169,붕어찜,복합식품,부식,찜류,찜,26
102170,붕어회,복합식품,부식,회류,생회,1
102171,비늘김치,복합식품,부식,김치,배추김치,2
102172,비빔국수,복합식품,주식,면류,국수,9
102173,비빔밥,복합식품,주식,밥류,비빔밥,9
102174,비빔전유어,복합식품,부식,구이류,전유어,1
102175,비웃전유어,복합식품,부식,구이류,전유어,1
102176,비웃조림,복합식품,부식,찜류,조림,2
102177,비웃조치,복합식품,부식,전골류,찌개,1
102178,비웃찌개,복합식품,부식,전골류,찌개,1
102179,비웃찜,복합식품,부식,찜류,찜,1
102181,비자당과,복합식품,기호식,한과류,기타,1
102184,비지장,복합식품,조미식,장류,된장,1
102185,비지찌개,복합식품,부식,전골류,찌개,3
102186,빈대떡,복합식품,부식,구이류,전,5
102187,빈사과,복합식품,기호식,한과류,유과,2
102188,빈자떡,복합식품,기호식,떡류,기타,2
102190,빙사과,복합식품,기호식,한과류,유과,36
102192,빙자,복합식품,기호식,떡류,지진떡,1
102193,빙지탕,복합식품,기호식,음청류,기타,3
102194,빠금장,복합식품,조미식,장류,기타,1
102198,뽕나무겨우살이,복합식품,기타,기타,기타,1
102199,뽕나무버섯죽,복합식품,주식,죽류,기타,1
102203,뽕잎,단일식품,기타,기타,기타,1
102205,사과,단일식품,기타,기타,기타,2
102206,사과건과,복합식품,기호식,한과류,기타,1
102207,사과차,복합식품,기호식,음청류,다류,1
102208,사과화채,복합식품,기호식,음청류,화채,1
102209,사두주,복합식품,주류,기타,기타,1
102210,사면화채,복합식품,주식,면류,국수,1
102211,사미주,복합식품,주류,기타,기타,1
102213,사슬산적,복합식품,부식,구이류,적,1
102214,사슬적,복합식품,부식,구이류,적,4
102215,사슴고기,단일식품,기타,기타,기타,4
102218,사슴고기구이,복합식품,부식,구이류,구이,1
102219,사슴고기국,복합식품,부식,국류,기타,3
102220,사슴고기육포,복합식품,부식,장아찌류,기타,3
102221,사슴고기탕,복합식품,기타,기타,기타,1
102222,사슴고기포,복합식품,부식,장아찌류,기타,3
102224,사슴꼬리육포,복합식품,부식,장아찌류,기타,1
102225,사슴꼬리절임,복합식품,기타,기타,기타,3
102228,사슴뿔죽,복합식품,주식,죽류,죽,2
102229,사슴육포,복합식품,부식,장아찌류,기타,1
102230,사슴절임육포,복합식품,부식,장아찌류,기타,1
102231,사슴콩팥국,복합식품,부식,국류,토장국,1
102232,사슴콩팥죽,복합식품,주식,죽류,죽,2
102233,사슴탕,복합식품,부식,국류,탕류,1
102234,사시절주,복합식품,주류,양조곡주,순곡주류,1
102235,사시주,복합식품,주류,양조곡주,순곡주류,2
102236,사염,복합식품,조미식,양념류,양념류,1
102237,사오주,복합식품,주류,양조곡주,순곡주류,1
102238,사절소곡주,복합식품,주류,양조곡주,순곡주류,2
102240,사절주,복합식품,주류,양조곡주,순곡주류,5
102241,사절초,복합식품,부식,찜류,초,2
102242,사탕,복합식품,조미식,양념류,양념류,1
102243,사탕수수죽,복합식품,주식,죽류,죽,2
102244,사탕환,복합식품,기타,기타,기타,1
102245,사태찜,복합식품,부식,찜류,찜,2
