NO,SAMPLE_ID,식품코드,DB군,상용제품,식품명,연도,지역 / 제조사,채취시기,식품대분류,식품상세분류,1회제공량,내용량_단위,에너지(㎉),수분(g),단백질(g),지방(g),지질-가식부 100g당,탄수화물(g),총 식이섬유(g),칼슘(㎎),철(㎎),인(㎎),셀레늄(㎍),레티놀(㎍),레티놀A효능,비타민 B1(㎎),비타민 B2(㎎),나이아신(㎎),비타민 C(㎎),총 아미노산(g),이소류신(㎎),류신(㎎),라이신(㎎),메티오닌(㎎),페닐알라닌(㎎),트레오닌(㎎),트립토판(㎎),발린(㎎),히스티딘(㎎),아르기닌(㎎),티로신(㎎),시스테인(㎎),알라닌(㎎),아스파르트산(㎎),글루탐산(㎎),글리신(㎎),프롤린(㎎),세린(㎎),타우린(㎎),글리신 베타인(㎎),호마린(㎎),트리고넬린(㎎),리보핵산(㎎),데옥시리보핵산(㎎),냉산가용성물질(㎎),회분(g),성분표출처,발행기관
791,N000437-ZZ-AVG,N000437,수산물,품목대표,삼치-혈합육,2018,전국(대표),평균,수산물,어류,100,g,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,142.2,79,200.2,-,수('2018),국립수산과학원
792,N000438-54-08,N000438,수산물,품목대표,상괭이,2018,울산(고래연),8월,수산물,기타,100,g,-,-,26.2,-,2.2,-,-,-,-,-,-,-,-,-,-,-,-,21.8,1104,2125,1935,208,1062,982,438,1123,1501,1125,727,94,1442,2431,3236,529,790,906,0,-,-,-,-,-,-,-,수('2018),국립수산과학원
793,N000439-ZZ-AVG,N000439,수산물,품목대표,새꼬막,2018,전국(대표),평균,수산물,패류,100,g,-,-,-,-,1.4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,270,67.5,701.6,-,수('2018),국립수산과학원
794,N000439-48-12,N000439,수산물,품목대표,새꼬막,2018,여수(여자만),12월,수산물,패류,100,g,-,-,-,-,-,-,-,-,-,-,0.68,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,수('2018),국립수산과학원
795,N000439-48-10,N000439,수산물,품목대표,새꼬막,2018,여수(여자만),10월,수산물,패류,100,g,-,-,-,-,-,-,-,-,-,-,0.41,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,수('2018),국립수산과학원
796,N000439-48-09,N000439,수산물,품목대표,새꼬막,2018,여수(여자만),9월,수산물,패류,100,g,-,-,-,-,-,-,-,-,-,-,0.21,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,수('2018),국립수산과학원
797,N000439-48-08,N000439,수산물,품목대표,새꼬막,2018,여수(여자만),8월,수산물,패류,100,g,-,-,-,-,-,-,-,-,-,-,0.24,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,수('2018),국립수산과학원
798,N000439-48-07,N000439,수산물,품목대표,새꼬막,2018,여수(여자만),7월,수산물,패류,100,g,-,-,-,-,-,-,-,-,-,-,0.33,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,수('2018),국립수산과학원
799,N000439-48-06,N000439,수산물,품목대표,새꼬막,2018,여수(여자만),6월,수산물,패류,100,g,-,-,-,-,-,-,-,-,-,-,0.51,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,수('2018),국립수산과학원
800,N000439-48-05,N000439,수산물,품목대표,새꼬막,2018,여수(여자만),5월,수산물,패류,100,g,-,-,-,-,-,-,-,-,-,-,0.21,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,수('2018),국립수산과학원
801,N000439-45-AVG,N000439,수산물,품목대표,새꼬막,2018,여수,평균,수산물,패류,100,g,-,-,12.3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,8.9,366,646,625,224,434,431,116,386,347,628,347,166,527,976,1323,565,344,437,822,-,-,-,-,-,-,-,수('2018),국립수산과학원
802,N000439-33-05,N000439,수산물,품목대표,새꼬막,2018,부산,5월,수산물,패류,100,g,87,78.8,11.9,1.7,-,5.1,0,96,8.7,160,-,40,160,0.03,0.21,3.4,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2.5,수('2018),국립수산과학원
803,N000440-33-11,N000440,수산물,품목대표,새날치,2018,부산,11월,수산물,어류,100,g,-,-,23.8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,22.9,1120,1775,2299,678,988,1029,246,1178,1006,1662,887,225,1435,1776,3923,1023,614,867,174,-,-,-,-,-,-,-,수('2018),국립수산과학원
804,N000441-33-11,N000441,수산물,품목대표,새다래,2018,부산,11월,수산물,어류,100,g,-,-,23.1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,21.8,1067,1666,2145,646,916,1015,300,1150,1384,1539,904,240,1404,1611,3441,958,576,850,29,-,-,-,-,-,-,-,수('2018),국립수산과학원
805,N000441-33-05,N000441,수산물,품목대표,새다래,2018,부산,5월,수산물,어류,100,g,104,76.9,18.9,2.6,4.6,0.001,-,8,0.4,32,-,10,32,0.1,0.13,6.6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.6,수('2018),국립수산과학원
806,N000442-76-05,N000442,수산물,품목대표,새조개,2018,사천,5월,수산물,패류,100,g,-,-,-,-,0.6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,수('2018),국립수산과학원
807,N000442-70-04,N000442,수산물,품목대표,새조개,2018,"통영,알래스카산",4월,수산물,패류,100,g,114,73.9,21.5,1.9,-,1.3,0,32,3.7,0,-,0,-,0.1,0.11,2.7,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.4,수('2018),국립수산과학원
808,N000442-33-03,N000442,수산물,품목대표,새조개,2018,부산,3월,수산물,패류,100,g,-,-,11.8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11.4,399,712,708,250,653,406,135,433,259,1235,360,135,652,888,1503,1189,308,386,838,-,-,-,-,-,-,-,수('2018),국립수산과학원
809,N000443-33-05,N000443,수산물,품목대표,샛돔,2018,부산,5월,수산물,어류,100,g,121,76.4,16.3,5.5,9.5,0.2,-,15,0.6,140,-,42,140,0.13,0.12,3.2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.6,수('2018),국립수산과학원
810,N000443-33-03,N000443,수산물,품목대표,샛돔,2018,부산,3월,수산물,어류,100,g,-,-,19,-,-,-,-,-,-,-,-,-,-,-,-,-,-,18.6,958,1685,1701,544,801,829,207,1006,369,1505,821,198,1124,1832,2990,747,614,701,61,-,-,-,-,-,-,-,수('2018),국립수산과학원
811,N000444-76-03,N000444,수산물,품목대표,샛멸,2018,사천,3월,수산물,어류,100,g,-,-,-,-,5.2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,수('2018),국립수산과학원
812,N000445-ZZ-AVG,N000445,수산물,품목대표,서실,2018,전국(대표),평균,수산물,해조류,100,g,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,수('2018),국립수산과학원
813,N000445-70-11,N000445,수산물,품목대표,서실,2018,"통영,알래스카산",11월,수산물,해조류,100,g,-,-,23.4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,22.2,1172,1869,1579,461,1161,1310,321,754,411,1194,1004,340,1665,2439,3493,1259,547,1279,30,-,-,-,-,-,-,-,수('2018),국립수산과학원
814,N000446-ZZ-AVG,N000446,수산물,품목대표,석묵-소건품,2018,전국(대표),평균,수산물,수산가공품,100,g,148,15.3,9.6,0.2,-,9.1,54.8,215,7.6,10,-,0,10,0.05,0.32,1.1,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11,수('2018),국립수산과학원
815,N000447-33-05,N000447,수산물,품목대표,선홍치,2018,부산,5월,수산물,어류,100,g,-,-,22.1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,22.1,1117,1976,2148,599,923,892,249,1259,465,1806,944,262,1441,2155,3376,879,728,668,224,-,-,-,-,-,-,-,수('2018),국립수산과학원
816,N000448-45-06,N000448,수산물,품목대표,성대,2018,여수,6월,수산물,어류,100,g,94,77.5,19.9,1,-,0.2,0,22,0.6,30,-,10,30,0.07,0.14,5,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.4,수('2018),국립수산과학원
817,N000448-33-06,N000448,수산물,품목대표,성대,2018,부산,6월,수산물,어류,100,g,-,-,19.8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,18.5,949,1614,1698,424,863,877,372,1009,571,1193,678,101,1171,2129,2923,456,617,816,0,-,-,-,-,-,-,-,수('2018),국립수산과학원
818,N000448-33-05,N000448,수산물,품목대표,성대,2018,부산,5월,수산물,어류,100,g,-,-,-,-,2.1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,수('2018),국립수산과학원
819,N000448-02-08,N000448,수산물,품목대표,성대,2018,거제,8월,수산물,어류,100,g,-,-,-,-,-,-,-,-,-,-,0.93,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,수('2018),국립수산과학원
820,N000449-72-06,N000449,수산물,품목대표,세고리물레고둥,2018,포항,6월,수산물,패류,100,g,74,79.2,15,0.1,0.1,2.4,-,163,1.6,-,-,0,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3.3,수('2018),국립수산과학원
821,N000450-ZZ-AVG,N000450,수산물,품목대표,소라,2018,전국(대표),평균,수산물,패류,100,g,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,456.8,84.8,0,119.7,71,333.9,-,수('2018),국립수산과학원
822,N000450-59-AVG,N000450,수산물,품목대표,소라,2018,제주,평균,수산물,패류,100,g,-,-,-,-,1.2,-,-,-,-,-,0.37,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,수('2018),국립수산과학원
823,N000450-45-06,N000450,수산물,품목대표,소라,2018,여수,6월,수산물,패류,100,g,107,72.5,20.7,0.3,-,4,0,92,8.2,100,-,0,100,0.04,0.23,1.7,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2.5,수('2018),국립수산과학원
824,N000450-33-05,N000450,수산물,품목대표,소라,2018,부산,5월,수산물,패류,100,g,-,-,17.3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,14.3,553,1088,929,378,502,627,144,575,233,1411,481,255,864,1129,2488,409,605,597,1721,-,-,-,-,-,-,-,수('2018),국립수산과학원
825,N000451-59-AVG,N000451,수산물,품목대표,소라-근육,2018,제주,평균,수산물,패류,100,g,-,-,-,-,-,-,-,-,-,-,0.2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,수('2018),국립수산과학원
826,N000452-59-AVG,N000452,수산물,품목대표,소라-내장,2018,제주,평균,수산물,패류,100,g,-,-,-,-,-,-,-,-,-,-,0.38,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,수('2018),국립수산과학원
827,N000453-43-05,N000453,수산물,품목대표,송어,2018,양양,5월,수산물,어류,100,g,121,73.8,21,3.4,-,0.1,0,35,1.3,85,-,26,85,0.46,0.12,9.8,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.7,수('2018),국립수산과학원
828,N000453-33-05,N000453,수산물,품목대표,송어,2018,부산,5월,수산물,어류,100,g,-,-,-,-,4.5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,수('2018),국립수산과학원
829,N000454-33-05,N000454,수산물,품목대표,쇠갑오징어,2018,부산,5월,수산물,두족류,100,g,79,80.6,16.9,0.7,0.7,0.2,-,14,0.5,-,-,0,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.6,수('2018),국립수산과학원
830,N000455-54-08,N000455,수산물,품목대표,쇠돌고래,2018,울산(고래연),8월,수산물,기타,100,g,-,-,25.5,-,2.3,-,-,-,-,-,-,-,-,-,-,-,-,20.7,1110,2111,1860,151,1051,923,417,1091,1337,1050,634,34,1356,2216,3098,558,839,811,0,-,-,-,-,-,-,-,수('2018),국립수산과학원
831,N000456-53-05,N000456,수산물,품목대표,쇠미역,2018,완도,5월,수산물,해조류,100,g,-,-,1.7,-,0.3,-,-,-,-,-,-,-,-,-,-,-,-,1.3,51,100,68,23,63,67,25,71,51,55,31,1,165,149,186,76,49,64,0,-,-,-,-,-,-,-,수('2018),국립수산과학원
832,N000456-53-04,N000456,수산물,품목대표,쇠미역,2018,완도,4월,수산물,해조류,100,g,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,수('2018),국립수산과학원
833,N000457-53-10,N000457,수산물,품목대표,쇠미역-소건품,2018,완도,10월,수산물,수산가공품,100,g,-,-,15.1,-,0.5,-,-,-,-,-,-,-,-,-,-,-,-,8,384,661,456,194,417,420,157,471,210,394,186,11,903,905,1011,483,370,370,0,-,-,-,-,-,-,-,수('2018),국립수산과학원
834,N000458-45-05,N000458,수산물,품목대표,수랑,2018,여수,5월,수산물,패류,100,g,86,78.8,15.9,0.7,-,2.9,0,57,1.8,0,-,0,0,0.03,0.15,1.5,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.7,수('2018),국립수산과학원
835,N000459-76-05,N000459,수산물,품목대표,수조기,2018,사천,5월,수산물,어류,100,g,-,-,-,-,4.4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,수('2018),국립수산과학원
836,N000459-33-04,N000459,수산물,품목대표,수조기,2018,부산,4월,수산물,어류,100,g,-,-,17.7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,16.6,816,1390,1596,617,746,780,198,884,346,1022,495,195,1002,1390,2883,808,515,662,272,-,-,-,-,-,-,-,수('2018),국립수산과학원
837,N000460-63-05,N000460,수산물,품목대표,순채,2018,진해,5월,수산물,해조류,100,g,25,87.4,2.5,0.7,-,7.1,1.3,171,6.9,3550,-,0,3550,0.25,0.27,1,97,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,수('2018),국립수산과학원
838,N000461-33-04,N000461,수산물,품목대표,술봉가자미,2018,부산,4월,수산물,어류,100,g,84,80.6,16.8,1.4,-,0.001,0,44,1.2,20,-,6,20,0.11,0.15,4.5,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.2,수('2018),국립수산과학원
839,N000462-ZZ-AVG,N000462,수산물,품목대표,숭어,2018,전국(대표),평균,수산물,어류,100,g,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,19.7,1,0,140.6,39,305.2,-,수('2018),국립수산과학원
840,N000462-76-02,N000462,수산물,품목대표,숭어,2018,사천,2월,수산물,어류,100,g,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,수('2018),국립수산과학원
841,N000462-33-05,N000462,수산물,품목대표,숭어,2018,부산,5월,수산물,어류,100,g,107,74.1,21.7,1.5,-,0.4,0,42,1,30,-,9,30,0.1,0.14,3.7,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2.3,수('2018),국립수산과학원
842,N000462-33-04,N000462,수산물,품목대표,숭어,2018,부산,4월,수산물,어류,100,g,-,-,20,-,-,-,-,-,-,-,-,-,-,-,-,-,-,18.4,935,1640,1780,590,824,840,237,1005,618,1104,666,208,1091,1471,3042,952,537,691,253,-,-,-,-,-,-,-,수('2018),국립수산과학원
843,N000463-33-12,N000463,수산물,품목대표,실꼬리돔,2018,부산,12월,수산물,어류,100,g,-,-,-,-,0.4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,수('2018),국립수산과학원
844,N000463-33-07,N000463,수산물,품목대표,실꼬리돔,2018,부산,7월,수산물,어류,100,g,-,-,21.8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,19.9,928,1612,2074,612,820,925,238,1100,482,1171,820,281,1256,1569,3493,908,565,772,372,-,-,-,-,-,-,-,수('2018),국립수산과학원
845,N000463-33-03,N000463,수산물,품목대표,실꼬리돔,2018,부산,3월,수산물,어류,100,g,107,76.3,19.8,2.5,-,0.1,0,44,0.7,65,-,20,65,0.12,0.18,3,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.3,수('2018),국립수산과학원
846,N000464-70-03,N000464,수산물,품목대표,쌍동가리,2018,"통영,알래스카산",3월,수산물,어류,100,g,-,-,-,-,3.2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,수('2018),국립수산과학원
847,N000464-33-06,N000464,수산물,품목대표,쌍동가리,2018,부산,6월,수산물,어류,100,g,101,76.6,20.8,1.4,-,0.001,0,56,1.3,25,-,8,25,0.08,0.15,3.4,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.2,수('2018),국립수산과학원
848,N000465-33-04,N000465,수산물,품목대표,쌍뿔달재,2018,부산,4월,수산물,어류,100,g,75,81.2,16.9,0.4,-,0.1,0,81,1,0,-,0,0,0.06,0.13,2.3,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.4,수('2018),국립수산과학원
849,N000466-65-AVG,N000466,수산물,품목대표,쏘가리,2018,청평,평균,수산물,어류,100,g,-,-,20,-,-,-,-,-,-,-,-,-,-,-,-,-,-,17.8,861,1524,1455,580,818,893,355,924,526,1131,695,766,1176,1752,2701,147,700,775,0,-,-,-,-,-,-,-,수('2018),국립수산과학원
850,N000466-65-12,N000466,수산물,품목대표,쏘가리,2018,청평,12월,수산물,어류,100,g,-,-,-,-,-,-,-,-,-,-,0.1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,수('2018),국립수산과학원
851,N000466-65-11,N000466,수산물,품목대표,쏘가리,2018,청평,11월,수산물,어류,100,g,-,-,-,-,-,-,-,-,-,-,0.07,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,수('2018),국립수산과학원
852,N000466-65-09,N000466,수산물,품목대표,쏘가리,2018,청평,9월,수산물,어류,100,g,-,-,-,-,-,-,-,-,-,-,0.1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,수('2018),국립수산과학원
853,N000466-65-08,N000466,수산물,품목대표,쏘가리,2018,청평,8월,수산물,어류,100,g,-,-,-,-,-,-,-,-,-,-,0.05,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,수('2018),국립수산과학원
854,N000466-65-05,N000466,수산물,품목대표,쏘가리,2018,청평,5월,수산물,어류,100,g,-,-,-,-,-,-,-,-,-,-,0.08,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,수('2018),국립수산과학원
855,N000466-65-04,N000466,수산물,품목대표,쏘가리,2018,청평,4월,수산물,어류,100,g,-,-,-,-,-,-,-,-,-,-,0.41,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,수('2018),국립수산과학원
856,N000466-65-03,N000466,수산물,품목대표,쏘가리,2018,청평,3월,수산물,어류,100,g,-,-,-,-,-,-,-,-,-,-,0.64,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,수('2018),국립수산과학원
857,N000466-26-AVG,N000466,수산물,품목대표,쏘가리,2018,대전,평균,수산물,어류,100,g,111,77.6,17.2,4.1,-,0.001,0,71,2.1,30,-,10,30,0.08,0.18,3,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.1,수('2018),국립수산과학원
858,N000467-65-07,N000467,수산물,품목대표,쏘가리-알,2018,청평,7월,수산물,어류,100,g,-,-,17.3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,16.4,842,1476,1178,398,665,879,323,986,641,1009,718,83,1270,1337,2139,539,991,951,0,-,-,-,-,-,-,-,수('2018),국립수산과학원
859,N000468-ZZ-AVG,N000468,수산물,품목대표,쏙,2018,전국(대표),평균,수산물,갑각류,100,g,-,-,-,-,0.8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,수('2018),국립수산과학원
860,N000468-68-06,N000468,수산물,품목대표,쏙,2018,태안,6월,수산물,갑각류,100,g,-,-,11.1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,10,439,809,797,172,456,444,200,517,363,916,369,120,683,1066,1569,312,419,464,0,-,-,-,-,-,-,-,수('2018),국립수산과학원
861,N000468-68-04,N000468,수산물,품목대표,쏙,2018,태안,4월,수산물,갑각류,100,g,-,-,-,-,-,-,-,-,-,-,0.63,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,수('2018),국립수산과학원
862,N000468-32-10,N000468,수산물,품목대표,쏙,2018,보령(대),10월,수산물,갑각류,100,g,85,77.8,14.9,0.8,-,3.7,-,756,190.7,0,-,0,0,0,0.38,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2.8,수('2018),국립수산과학원
863,N000469-59-09,N000469,수산물,품목대표,쏨뱅이,2018,제주,9월,수산물,어류,100,g,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,수('2018),국립수산과학원
864,N000469-45-06,N000469,수산물,품목대표,쏨뱅이,2018,여수,6월,수산물,어류,100,g,90,78.1,19.9,0.6,-,0.1,0,44,0.6,20,-,6,20,0.1,0.09,3.5,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.3,수('2018),국립수산과학원
865,N000470-45-06,N000470,수산물,품목대표,쑤기미,2018,여수,6월,수산물,어류,100,g,84,79.3,18.5,0.4,0.4,0.5,-,32,0.6,0,-,0,0,0.1,0.2,2.5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.3,수('2018),국립수산과학원
866,N000471-59-09,N000471,수산물,품목대표,쑥감펭,2018,제주,9월,수산물,어류,100,g,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,수('2018),국립수산과학원
867,N000471-33-06,N000471,수산물,품목대표,쑥감펭,2018,부산,6월,수산물,어류,100,g,83,79.3,19,0.3,-,0.001,0,56,1.1,0,-,0,0,0.07,0.1,2.7,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.4,수('2018),국립수산과학원
868,N000472-ZZ-AVG,N000472,수산물,품목대표,아귀,2018,전국(대표),평균,수산물,어류,100,g,63,84,14.1,0.2,-,0.5,0,10,2.5,85,-,26,85,0.03,0.13,4.2,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,48.4,3.2,0,145.3,39.5,235.1,1.2,수('2018),국립수산과학원
869,N000472-72-02,N000472,수산물,품목대표,아귀,2018,포항,2월,수산물,어류,100,g,-,-,-,-,0.4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,수('2018),국립수산과학원
870,N000472-33-04,N000472,수산물,품목대표,아귀,2018,부산,4월,수산물,어류,100,g,-,-,13.2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,12,580,1031,1145,457,492,545,168,653,264,742,456,154,671,995,2180,570,369,505,101,-,-,-,-,-,-,-,수('2018),국립수산과학원
871,N000473-72-02,N000473,수산물,품목대표,아귀-간,2018,포항,2월,수산물,어류,100,g,-,-,-,-,50.7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,수('2018),국립수산과학원
872,N000473-33-09,N000473,수산물,품목대표,아귀-간,2018,부산,9월,수산물,어류,100,g,432,44.5,10.4,39,-,5.2,0,18,1.4,25000,-,7513,25000,0.12,0.32,1.9,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.9,수('2018),국립수산과학원
873,N000473-02-08,N000473,수산물,품목대표,아귀-간,2018,거제,8월,수산물,어류,100,g,-,-,-,-,-,-,-,-,-,-,0.07,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,수('2018),국립수산과학원
874,N000474-02-08,N000474,수산물,품목대표,아귀-근육,2018,거제,8월,수산물,어류,100,g,-,-,-,-,-,-,-,-,-,-,0.02,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,수('2018),국립수산과학원
